"Coupon Used","Coupon Usato"
"Yes","sì"
"Coupon Generated On","Coupon generato su"
"Menu Settings","Impostazioni dei menu"
"Push Notification Settings","Impostazioni di notifica push"
"Slider Settings","Impostazioni Slider"
"Google Login Settings","Impostazioni di login di Google"
"Facebook Login Settings","Facebook Impostazioni di login"
"General Settings","impostazioni generali"
"New Arrival","Nuovo arrivo"
"Best Seller","Il più venduto"
"Statistics","statistica"
"Category Icon Settings","Categoria Impostazioni icona"
"Code","Codice"
"Payment Method Settings","Impostazioni metodo di pagamento"
"Image","Immagine"
"Upto Time","fino a Tempo"
"Background Color","Colore di sfondo"
"Text Color","Colore del testo"
"Redirect","Reindirizzare"
"Category ID","categoria ID"
"Product ID","Codice prodotto"
"Product Name","nome del prodotto"
"Sort Order","Ordinamento"
"Layout Settings","Impostazioni di Layout"
"Back","Indietro"
"Session has expired. Please try again after Re-login.","La sessione è scaduta. Riprova dopo Re-login."
"Sorry","senza virgolette sono disponibili per questo scopo in questo momento."
"Place Order","Invia ordine"
"Heading of this Component","Rubrica di questo componente"
"Field cannot be empty.","Campo non può essere vuoto."
"Select Product Type","Seleziona il tipo di prodotto"
"Select Category","Seleziona categoria"
"Select Products from Category","Selezionare i prodotti della categoria"
"Select Products","Seleziona Prodotti"
"Number of products","Numero di prodotti"
"Image Content Mode","Modalità immagine Contenuto"
"Scale aspect fill","riempimento aspetto Scala"
"Scale aspect Fit","Scala aspetto Fit"
"Please select category.","Seleziona categoria."
"Please select product.","Scegliere il prodotto."
"Please select image type","Si prega di selezionare il tipo di immagine"
"Please provide image url","Si prega di fornire un'immagine url"
"Please select category","Seleziona categoria"
"Please select product","Scegliere il prodotto"
"Only Positive integer is allowed.","Solo intero positivo è permesso."
"Please select an option from dropdown.","Si prega di selezionare un'opzione dal menu a discesa."
"You can enter only numbers.","È possibile inserire solo numeri."
"Number should be greater than 0.","Il numero deve essere maggiore di 0."
"Field cannot be greater than {#} characters.","Il campo non può essere maggiore di {#} caratteri."
"Field cannot be less than {#} character(s).","Il campo non può essere inferiore a {} # carattere (s)."
"Please enter Email.","Inserisci e-mail."
"Please enter a valid Email.","Inserisci una email valida."
"Invalid date format.","Formato data non valido."
"Number is not in the valid range. It should be between {1} and {100}","Il numero non è nel range valido. Dovrebbe essere tra {1} e {100}"
"Field should be numeric.","Campo deve essere numerico."
"Field can have only upto two decimal values.","Il campo può avere solo fino a due valori decimali."
"Email cannot be greater than {#} characters.","E-mail non può essere superiore a {#} caratteri."
"Zip should not have special characters.","Zip non dovrebbe avere i caratteri speciali."
"Percentage should be in number.","Percentuale dovrebbe essere in numero."
"Percentage should be between 0 and 100.","Percentuale dovrebbe essere tra 0 e 100."
"Size cannot be greater than {#} characters.","La dimensione non può essere superiore a {#} caratteri."
"Color could not be greater than {#} characters.","Il colore non poteva essere superiore a {#} caratteri."
"Color is not valid.","Il colore non è valido."
"Special characters are not allowed.","I caratteri speciali non sono ammessi."
"Script tags are not allowed.","tag di script non sono ammessi."
"Style tags are not allowed.","tag di stile non sono ammessi."
"Iframe tags are not allowed.","tag iframe non sono ammessi."
"Uploaded file is not an image.","Il file caricato non è un'immagine."
"Uploaded file size must be less than #.","dimensione del file caricato deve essere inferiore a #."
"Field should not contain HTML tags.","Il campo non deve contenere tag HTML."
"You can enter only positive numbers.","È possibile inserire solo numeri positivi."
"Select Image Type","Selezionare il tipo di immagine"
"Select an option","Seleziona un'opzione"
"Image Url","URL dell'immagine"
"Enter URL","Inserisci URL"
"Image Upload","immagine Carica"
"Select Redirect Activity","Selezionare Redirect Activity"
"CMS","CMS"
"Login","Accesso"
"Search","Ricerca"
"Select Product","Seleziona prodotto"
"Banner Width","Banner Larghezza"
"Banner Height","Banner Altezza"
"Margin Top","margine superiore"
"Margin Bottom","margine inferiore"
"Margin Left","margine sinistro"
"Margin Right","margine destro"
"Countdown Time Validity","Conto alla rovescia tempo di validità"
"Enable Time Background Color","Abilita Tempo colore di sfondo"
"Time Background Color","Tempo colore di sfondo"
"Timer Text Color","Timer Colore testo"
"Select Date","Selezionare Data"
"Save","Salva"
"This field cannot be empty","Questo campo non può essere vuoto"
"Select 1st Category","Selezionare 1 ° Categoria"
"Upload Image","Carica immagine"
"Remove image","immagine Rimuovere"
"Select 2nd Category","Selezionare 2 ° Categoria"
"Select 3rd Category","Selezionare 3ª Categoria"
"Select 4th Category","Selezionare 4ª Categoria"
"Select 5th Category","Selezionare 5 ° Categoria"
"Select 6th Category","Seleziona 6 ° Categoria"
"Select 7th Category","Selezionare 7 ° Categoria"
"Select 8th Category","Selezionare 8 ° Categoria"
"Are your sure?","Sei sicuro?"
"Are you sure?","Sei sicuro?"
"Edit Component","Modifica componente"
"Close","Vicino"
"Need to add value in atleast 4 categories","Necessità di aggiungere valore in almeno 4 categorie"
"Component added successfully","Componente aggiunto correttamente"
"You can add only 20 components in a layout","È possibile aggiungere solo 20 componenti in un layout"
"Top Categories","Categorie principali"
"Banner-Square","Banner-Square"
"Banner-Custom","Banner-Custom"
"Banner-Horizontal Sliding","Scorrevole Banner-Orizzontale"
"Banner-Grid","Banner-Grid"
"Banner-With Countdown timer","Timer Banner-Con il conto alla rovescia"
"Products-Square","Prodotti-Square"
"Products-Horizontal Sliding","Prodotti-a scorrimento orizzontale"
"Products-Grid","Prodotti-Grid"
"Edit Heading","Modifica Intestazione"
"Category1","categoria1"
"Category2","Categoria2"
"Category3","Categoria3"
"Category4","Category4"
"Horizontal Banner","Banner orizzontale"
"Banner-Grid 1","Banner-Grid 1"
"Banner-Grid 2","Banner-Grid 2"
"Banner-Grid 3","Banner-Grid 3"
"Banner-Grid 4","Banner-Grid 4"
"Countdown Banner","Countdown Banner"
"Hours","Ora"
"Minutes","minuto"
"Seconds","Secondo"
"Horizontal Products","Prodotti orizzontali"
"Product Grid","rete dei prodotti"
"Payment Mode","Metodo di pagamento"
"Sandbox","Sandbo"
"Live","Liv"
"Client Id","Identificativo cliente"
"Please select atleast one country","Si prega di selezionare almeno uno Paese"
"Please enter a valid color code","Si prega di inserire un codice colore valido"
"Date & Time should be greater than current date time.","Data e ora dovrebbe essere superiore a data e ora corrente."
"Field cannot be empty","Campo non può essere vuoto"
"Total Coupons Generated","Totale Buoni generata"
"Total Coupons Unused","Totale Buoni inutilizzato"
"Total Coupons Used","Totale Buoni usate"
"`Active Date` cannot be greater than `Expire Date`","`Attivo Date` non può essere maggiore di` Scadenza Date`"
"`From` Date cannot be greater than `To` Date","`From` La data non può essere maggiore di` To` Data"
"The sum of Gravity is not in the valid range. It should be betwen 1 and 100. The total is:","La somma di gravità non è nel range valido. Dovrebbe essere betwen 1 e 100. Il totale è:"
"No list exists for this API key.","Non esiste alcuna lista per questa chiave API."
"No. of times","Numero di volte"
"Date","Data"
"Please upload an image file.","Si prega di caricare un file immagine."
"To percentage should be greater than From percentage.","Per la percentuale dovrebbe essere maggiore di Da percentuale."
"Value must be greater than 0","Il valore deve essere maggiore di 0"
"Allowed extension is","estensione consentita è"
"Please provide correct format. Maximum allowed file size is","Si prega di fornire formato corretto. La dimensione massima del file è consentita"
"Validated successfully","convalidato con successo"
"Invalid Api Key","Non valido Api Key"
"Message","Messaggio"
"Select Brodcast Device Type","Selezionare Brodcast Tipo di dispositivo"
"Remove Image","Rimuovi immagine"
"Only .png or .jpg file format accepted. File size should not be more than 2 MB.","Solo .png o formato di file .jpg accettato. dimensione del file non deve essere superiore a 2 MB."
"--Select Product--","--Seleziona prodotto--"
"Enable/Disable","Abilita / Disabilita"
"Facebook App Id","Facebook App Id"
"Validate App Id","Convalida App Id"
"Enable the Extension","Abilitare l'estensione"
"This setting will enable/disable entire mobile app functionality.","Questa impostazione consentirà / intera funzionalità mobile app disable."
"Redirect on Cart Page when Add To Cart","Redirect sul carrello Pagina quando Nel carrello"
"This setting will redirect to cart page or keep on the product page when add to cart is clicked.","Questa impostazione reindirizzerà alla pagina del carrello o di tenere sulla pagina del prodotto, quando metti in carrello viene cliccato."
"Display Short Description","Visualizzare Breve descrizione"
"Enable Request Log Reporting","Di richiesta attivazione log reporting"
"This setting will enable/disable error log reporting for every request to Web Services of the module.","Questa impostazione attivare / disattivare la segnalazione di log degli errori per ogni richiesta di servizi Web del modulo."
"Show App Preview","Mostra anteprima App"
"This setting will show/hide the app preview.","Questa impostazione visualizzare / nascondere l'applicazione di anteprima."
"Enable Tab Bar","Abilita Tab Bar"
"This setting will enable/disable the tab bar in the app.","Questa impostazione attivare / disattivare la barra delle schede in app."
"Show Spin and Win","Mostra Spin and Win"
"Show spin and win popup on the mobile App.","Mostra di spin e vincere popup sul cellulare App."
"Enable/Disable Fingerprint Login","Abilita / Disabilita impronte digitali Accesso"
"This setting will enable/disable Fingerprint login in Mobile App.","Questa impostazione abilitare / disabilitare la login di impronte digitali in Mobile App."
"Enable/Disable Phone Number Registration","Abilita / Disabilita Telefono Numero di registrazione"
"This setting will enable/disable customer registration and login via phone number verification.","Questa impostazione abilitare / disabilitare la registrazione del cliente e il login tramite verifica il numero di telefono."
"Mandatory Phone number at registration","Numero di telefono obbligatorio al momento della registrazione"
"This setting will set the Phone number field as optional or required.","Questa impostazione impostare il campo numero di telefono come optional o richiesto."
"Select layout for home page","Seleziona layout per la home page"
"Please select","seleziona"
"Disabled Shippping Sethods","Disabili Shippping Sethods"
"Select shipping methods from the list for which you want to disable this module.You can leave it to empty if you want to enable this module for all shipping methods.","Selezionare i metodi dalla lista per la quale si desidera disattivare questa module.You può lasciare svuotare il trasporto se si desidera attivare questo modulo per tutti i metodi di trasporto."
"Select shipping methods","Modalità di spedizione prescelte"
"Enable Whatsapp Chat Support","Abilita Whatsapp Chat Support"
"This setting will enable/disable WHATSAPP chat support option in mobile app.","Questa impostazione abilitare / disabilitare l'opzione di sostegno WhatsApp la chat in app mobile."
"Chat Number","Chat Numero"
"Enter Chat number with Country code as well.","Inserire il numero di Chat con il codice di Paese."
"Enable Live Chat Support","Abilita Supporto Chat"
"This setting will enable/disable live chat support option in mobile app.","Questa impostazione abilitare / disabilitare l'opzione live chat di supporto in app mobile."
"Chat API Key","API Key Chat"
"Enter API Key for Live chat","Inserisci API Key per Live chat"
"Enable Url Encoding Of Image Links","Abilita codifica URL dell'immagine Links"
"This setting will enable/disable Url encoding of all image links.","Questa impostazione abilita / disabilita URL codifica di tutti i collegamenti di immagine."
"Look And Feel","Guardare e sentire"
"Enable Logo","Abilita Logo"
"Upload logo","Carica logo"
"Remove logo","Rimuovere logo"
"App Button Color","App Pulsante Colore"
"Select button color of the app.","Seleziona colore del pulsante della app."
"App Button Text Color","App pulsante Colore testo"
"Select button text color of the app.","Scegli il colore del testo pulsante della app."
"App Theme Color","App Theme Colore"
"Select theme color of the app.","Scegli il colore tema della app."
"App Background Color","App colore di sfondo"
"Select background color of the app.","Selezionare il colore di sfondo della app."
"Custom CSS","CSS personalizzato"
"Add custom CSS code that you want to be executed on the app","Aggiungere il codice CSS personalizzato che si desidera eseguire sul app"
"Edit Payment Method Settings","Modifica Impostazioni metodo di pagamento"
"Something went wrong. Please try again.","Qualcosa è andato storto. Per favore riprova."
"Edit Settings","Modificare le impostazioni"
"Upload Google JSON file","Carica file Google JSON"
"Only .json file format accepted. File size should not be more than 1 MB.","Solo formato di file .json accettato. dimensione del file non deve essere superiore a 1 MB."
"Uploaded App Id","Caricati App Id"
"Uploaded Api Key","Caricati Api Key"
"Send New Push Notification","Invia Nuovo Push Notification"
"Send","Spedire"
"Cancel","Annulla"
"View Push Notification","Vista Push Notification"
"Send New Notification","Invia Nuova notifica"
"Contact Us Page","Contattaci Pagina"
"Enable/Disable Contact Us Page","Abilita / Disabilita Contattaci Pagina"
"Select Contact Us Page","Selezionare Contattaci Pagina"
"Select Product Carousel Type","Seleziona Prodotto Carousel Tipo"
"Menu 1","Menu 1"
"Enable/Disable Menu","Abilita / Disabilita Menu"
"Menu Title","Menu Titolo"
"Enter Tiltle for Menu","Inserisci Tiltle per il menu"
"Select Page","Seleziona Pagina"
"Menu 2","Menu 2"
"Menu 3","Menu 3"
"Menu 4","Menu 4"
"Category Icon","Icona categoria"
"Select category to add icon","Selezionare categoria per aggiungere l'icona"
"Select category to add/edit icon.","Seleziona la categoria per aggiungere / modificare l'icona."
"Category icon saved successfully.","Categoria icona salvato."
"Something went wrong","ricarica la pagina."
"Invalid File Format","Si prega di selezionare i tipi di solo consigliati .."
"File size must be less than 1MB","dimensione del file deve essere inferiore a 1 MB"
"Invalid File.","File non valido."
"Add New Layout","Aggiungi nuovo layout"
"Firebase Server Setting","Impostazione Firebase Server"
"Server Key","Key Server"
"Enter firebase server key","Inserisci chiave del server Firebase"
"New Order Settings","Impostazioni New Order"
"Enable/Disable new order push notification","Attiva / Disattiva notifica del nuovo ordine spinta"
"Title for new order push notification","Titolo di nuova notifica ordinare di spinta"
"Message for new order push notification","Messaggio per la notifica del nuovo ordine spinta"
"Order Status Change Settings","Stato dell'ordine Modifica impostazioni"
"Enable/Disable order status change push notification","Abilita / Disabilita lo stato degli ordini notifica di modifica spinta"
"Title for order status change push notification","Titolo di notifica di modifica spinta stato dell'ordine"
"Message for order status change push notification","Messaggio per la notifica di modifica spinta stato dell'ordine"
"Abandoned Cart Settings","Impostazioni Carrello abbandonati"
"Enable/Disable abandoned cart push notification","Abilita / Disabilita abbandonato carrello notifica push"
"Title for abandoned cart push notification","Titolo per la notifica carrello da spingere abbandonato"
"Message for abandoned cart push notification","Messaggio per la notifica carrello da spingere abbandonato"
"Time Interval","Intervallo di tempo"
"Time interval to check Abandoned cart(In Hours)","Intervallo di tempo per controllare carrello Abbandonato (in ore)"
"Cron Instructions","Istruzioni cron"
"Add the cron to your store via control panel/putty to send Abandoned cart push notifications according to your settings above. Find below","l'Istruzione per aggiungere il cron., Aggiungi il cron al tuo negozio tramite pannello di controllo / stucco per inviare notifiche abbandonati carrello di spinta in base alle impostazioni di cui sopra. Ora disponi delle istruzioni per aggiungere il cron."
"URL to Add Cron via Control Panel","URL per aggiungere Cron tramite il Pannello di controllo"
"Cron setup via SSH","configurazione di cron tramite SSH"
"Preview","Anteprima"
"Paypal Mobile","PayPal mobile"
"COD Mobile","COD mobile"
"Invalid File Format.","Formato file non valido."
"File should be less than 2 Mb.","File deve essere inferiore a 2 Mb."
"Please Upload the Image.","Carica prega l'immagine."
"Please Upload Image For Category.","Carica Si prega di immagine per la categoria."
"app_text_category_products","Categoria"
"app_text_no_internet","Internet Problema"
"app_text_product_image_viewer","Product Image Viewer"
"app_text_payment_methods","Modalità di pagamento"
"app_text_seller_comments","Seller Comment (s)"
"app_text_home","Casa"
"app_text_category","categorie"
"app_text_login","Accesso"
"app_text_logout","Disconnettersi"
"app_text_login_signup","Entra registrati"
"app_text_account","Il mio account"
"app_text_contact","Contattaci"
"app_text_about","Riguardo a noi"
"app_text_add_to_wishlist","Aggiungi alla lista dei desideri"
"app_text_add_to_cart","Aggiungi al carrello"
"app_text_off","via"
"app_text_all","Tutti"
"app_text_languages","Le lingue)"
"app_text_sort","Ordinare"
"app_text_filter","Filtro"
"app_text_sort_order","Selezionare Ordine"
"app_text_price_asce","Prezzo: da basso ad alto"
"app_text_price_desc","Prezzo: decrescente"
"app_text_product","Prodotto"
"app_text_select","Selezionare"
"app_text_instock","Disponibile"
"app_text_outstock","Esaurito"
"app_text_product_info","Info prodotto e cura"
"app_text_customization","Personalizzazione del prodotto"
"app_text_accessories","Accessori"
"app_text_view_less","Visualizza meno risultati"
"app_text_view_more","vedere altre"
"app_text_provide_details","Si prega di fornire i dettagli"
"app_text_discount_price","Prezzo scontato"
"app_text_discount_percentage","percentuale di sconto"
"app_text_rating","Valutazione *"
"app_text_bag","Sacchetto"
"app_text_apply_voucher","applicare Voucher"
"app_text_entry_voucher_code","Inserisci il codice promozionale"
"app_text_apply","Applicare"
"app_text_gift","pacco regalo"
"app_text_entry_message","Inserisci il tuo messaggio"
"app_text_available_first","Invia prodotti disponibili prima"
"app_text_continue_shopping","Continua a fare acquisti"
"app_text_continue_checkout","Proseguire verso la cassa"
"app_text_update_quantity","Aggiornare"
"app_text_enter_quantity","Inserisci la quantità"
"app_text_empty_cart","Il carrello di trasporto è vuoto!"
"app_text_goto_home","Vai alla pagina principale"
"app_text_review_your_order","Rivedere il tuo ordine"
"app_text_add_new_shipping_address","Aggiungi un nuovo indirizzo"
"app_text_history","Dettagli di spedizione"
"app_text_billing_details","Dettagli di fatturazione"
"app_text_same_as_shipping_details","Uguale a indirizzo di spedizione"
"app_text_summary","Riepilogo ordine"
"app_text_shipping_methods","Metodi di spedizione"
"app_text_comment","commento di ordine"
"app_text_payment_summary","Sintesi di pagamento"
"app_text_proceed","Procedere al pagamento"
"app_text_make_payment","Fare un pagamento"
"app_text_congratulations","Congratulazioni"
"app_text_shipping_addresses","Indirizzo di spedizione (s)"
"app_text_billing_addresses","Indirizzo di fatturazione (s)"
"app_text_addresses","Indirizzo (s)"
"app_text_order_detail","Dettagli ordine"
"app_text_update_personal","Aggiorna dati personali"
"app_text_update_password","Aggiornamento password"
"app_text_current_password","Password attuale"
"app_text_new_password","nuova password"
"app_text_confirm_password","conferma password"
"app_text_cancel","Annulla"
"app_text_save","Salva"
"app_text_order_ref","riferenza dell'ordine"
"app_text_status","Stato"
"app_text_placed","Posto su"
"app_text_reorder","Riordina"
"app_text_order_details","Dettagli ordine"
"app_text_status_history","Storia di stato"
"app_text_shipping_address","indirizzo di spedizione"
"app_text_billing_address","Indirizzo Di Fatturazione"
"app_text_order_summary","Riepilogo ordine"
"app_text_shipping_method","metodo di spedizione"
"app_text_payment_method","Metodo di pagamento"
"app_text_gift_wrapping","Incartamento di regalo"
"app_text_no_shipping_address","Nessun indirizzo di spedizione disponibile!"
"app_text_no_order_details","Dettagli disponibili Nessun ordine!"
"app_text_signup","Iscriviti"
"app_text_continue_guest","Continua come ospite"
"app_text_email","E-mail"
"app_text_password","Parola d'ordine"
"app_text_forgot_password","Ha dimenticato la password"
"app_text_login_social_account","È possibile effettuare il login con l'account sociale."
"app_text_login_with_google","Accesso con Google+"
"app_text_login_with_facebook","Fai il login con facebook"
"app_text_signup_with_google","Registrazione con Google+"
"app_text_signup_with_facebook","Iscriviti con Facebook"
"app_text_msg_enter_valid_email","Perfavore Inserisci un'email valida!"
"app_text_msg_enter_email","Inserisci e-mail!"
"app_text_msg_enter_password","Per favore, inserisci la password!"
