"%1$s has been added to your wishlist.","% 1 $ s έχει προστεθεί στη λίστα επιθυμιών σας."
"An error occurred while adding item to wishlist: %s","Ένα σφάλμα κατά την προσθήκη στοιχείο στη λίστα επιλογών:% s"
"Requested wishlist doesn't exist","Αιτήματα wishlist δεν υπάρχει"
"SKU","Κωδικός"
"Wishlist could not be created.","Επιθυμητά δεν θα μπορούσε να δημιουργηθεί."
"An error occurred while deleting the item from wishlist.","Παρουσιάστηκε σφάλμα κατά τη διαγραφή του στοιχείου από τη λίστα επιθυμιών."
"Wishlist item has been successfully removed.","Επιθυμητά στοιχείο έχει επιτυχία αφαιρεθεί."
"An error occurred while deleting the item from wishlist: %s","Παρουσιάστηκε σφάλμα κατά τη διαγραφή του αντικειμένου από τη λίστα επιθυμιών:% s"
"Item has been successfully added to the cart.","Θέση έχει προστεθεί με επιτυχία στο καλάθι."
"Incl. Tax","Συμπ. Φόρος"
"Unable to post the review.","Δεν είναι δυνατή η δημοσιεύσετε την αναθεώρηση."
"Recent Products","Πρόσφατα Προϊόντα"
"From","Από"
"To","Προς το"
"Mobile number and country code is Mandatory.","Αριθμός κινητού τηλεφώνου και τη χώρα κώδικας είναι υποχρεωτική."
"Country Code is Mandatory.","Κωδικός χώρας είναι υποχρεωτική."
"This mobile number has already been registered with an other account.","Αυτό το κινητό αριθμός έχει ήδη καταχωρηθεί με ένα άλλο λογαριασμό."
"Shipping Method is disabled.","Μέθοδος ναυτιλίας είναι απενεργοποιημένη."
"Mobile Number is blank","Αριθμός Κινητού είναι κενό"
"Mobile Number already exist","Αριθμός Κινητού υπάρχουν ήδη"
"Empty Mobile number.","Αδειάστε Αριθμός κινητού τηλεφώνου."
"Empty Country Code.","Αδειάστε Κωδικός χώρας."
"Empty Password.","Αδειάστε τον κωδικό."
"The password has been changed successfully.","Ο κωδικός πρόσβασης έχει αλλάξει με επιτυχία."
"Password cannot be updated.","Ο κωδικός πρόσβασης δεν μπορεί να ενημερωθεί."
"An account using this email address does not exists.","Ένας λογαριασμός με αυτή τη διεύθυνση δεν υπάρχει."
"The account has been mapped for the fingerprint login in this device.","Ο λογαριασμός έχει χαρτογραφηθεί για την είσοδο των δακτυλικών αποτυπωμάτων σε αυτή τη συσκευή."
"The account can not be mapped for the fingerprint login in this device.","Ο λογαριασμός δεν μπορεί να αντιστοιχιστεί για την είσοδο των δακτυλικών αποτυπωμάτων σε αυτή τη συσκευή."
"Customer data is not available.","τα δεδομένα των πελατών δεν είναι διαθέσιμη."
"Your account isn\'t available at this time.","Ο λογαριασμός σας isn \ 't διαθέσιμη αυτή τη στιγμή."
"This Unique Id is not linked with the Email id.","Αυτό το μοναδικό αναγνωριστικό δεν συνδέεται με την ταυτότητα ηλεκτρονικού ταχυδρομείου."
"This Mobile number is not linked with any account.","Αυτή Αριθμός κινητού τηλεφώνου δεν συνδέεται με οποιονδήποτε λογαριασμό."
"Mobile Number or country code is not available.","Αριθμός Κινητού ή ο κωδικός χώρας δεν είναι διαθέσιμη."
"Mobile number exists into the database..","Αριθμός κινητού τηλεφώνου υπάρχει στη βάση δεδομένων .."
"Mobile number does not exists into the database..","Αριθμός κινητού τηλεφώνου δεν υπάρχει στη βάση δεδομένων .."
"Not Mentioned","Δεν αναφέρθηκε"
"Marektplace Module is not enabled","Marektplace μονάδα δεν έχει ενεργοποιηθεί"
"Seller id is missing","Ο πωλητής id λείπει"
"Seller not found","Ο πωλητής δεν βρέθηκε"
"Please login to write review.","Παρακαλούμε συνδεθείτε για να αναθεώρηση εγγραφής."
"Not able to submit your review. Title or comment is missing.","Δεν είναι σε θέση να υποβάλει την αξιολόγησή σας. Τίτλος ή σχόλιο λείπει."
"Not able to submit your review. Posting review for this seller is not allowed.","Δεν είναι σε θέση να υποβάλει την αξιολόγησή σας. επανεξέτασης απόσπασης για τον ίδιο δεν επιτρέπεται."
"Thanks! for rating the Seller.","Ευχαριστώ! για τη Βαθμολογία πωλητή."
"All","Ολα"
"Name","Ονομα"
"A-Z","A-Z"
"Z-A","Z-A"
"Price","Τιμή"
"Low to High","Από τα χαμηλά στα ψηλά"
"High to Low","Υψηλές προς Χαμηλές"
"Ascending","Αύξουσα"
"Descending","Φθίνων"
"All Products","Ολα τα προϊόντα"
"Customer already registered.","Πελάτης ήδη καταχωρηθεί."
"An error occurred .","Παρουσιάστηκε σφάλμα ."
"Success.","Επιτυχία."
"Last order was not completed.","Τελευταία σειρά δεν ολοκληρώθηκε."
"Can't apply voucher code on this cart.","δεν μπορεί να εφαρμοστεί κουπόνι κώδικα σε αυτό το καλάθι."
"An error occurred while adding item to wishlist: %1","Ένα σφάλμα κατά την προσθήκη στοιχείο στη λίστα επιλογών:% 1"
"Your review has been accepted for moderation.","Η κριτική σας έχει γίνει δεκτή για μετριοπάθεια."
"Review by %1","Επανεξέταση από 1%"
"(Posted on %1)","(Δημοσιεύτηκε στις% 1)"
"--Select Category--","--Επιλέξτε Κατηγορία--"
"Order Successfully Created","Παραγγελία επιτυχία Δημιουργήθηκε"
"Hi Thanks for your interest. Keep shopping with us to become our premium customer.","Γεια Σας ευχαριστούμε για το ενδιαφέρον σας. Κρατήστε ψώνια μαζί μας για να γίνει πελάτης πριμοδότηση μας."
"Order status update","ενημερωμένη κατάσταση της παραγγελίας"
"Hi Your order status has been changed to {{STATUS}}.","Γεια κατάσταση της παραγγελίας σας έχει αλλάξει σε {{Κατάσταση}}."
"Hurry!","Βιασύνη!"
"Hi","Ολοκληρώστε την παραγγελία σας για να πάρετε επιπλέον οφέλη για την επόμενη παραγγελία σας."
"Best Seller Products","Καλύτερα Προϊόντα πωλητή"
"Featured Products","Προτεινόμενα Προϊόντα"
"New Products","Νέα Προϊόντα"
"From a category","Από την κατηγορία"
"Custom Products","Προσαρμοσμένη Προϊόντα"
"Mobile App Builder","Mobile App Builder"
"Settings saved successfully.","Οι ρυθμίσεις αποθηκεύτηκαν με επιτυχία."
"Firebase Server key is not available","Firebase κλειδί διακομιστή δεν είναι διαθέσιμη"
"Notificaton Send successfully","Notificaton Αποστολή με επιτυχία"
"Data saved successfully.","Τα δεδομένα αποθηκεύτηκαν με επιτυχία."
"Component deleted successfully.","Συστατικό διαγράφηκε με επιτυχία."
"Banner data deleted successfully.","διαγράφηκε με επιτυχία τα δεδομένα Διαφήμιση."
"Layout deleted successfully.","Διάταξη διαγράφηκε με επιτυχία."
"Data has been saved successfully.","Τα δεδομένα έχουν αποθηκευτεί με επιτυχία."
"Settings saved successfully","Οι ρυθμίσεις αποθηκεύτηκαν με επιτυχία"
"Edit Layout","Επεξεργασία διάταξης"
"Knowband Mobile App Builder is not enabled on this store.","Knowband Mobile App Builder δεν είναι ενεργοποιημένη σε αυτό το κατάστημα."
"Requested API not available","Αιτήματα API δεν είναι διαθέσιμη"
"Requested Api method not available","Αιτήματα μέθοδος Api δεν είναι διαθέσιμη"
"Save Settings","Αποθήκευση ρυθμίσεων"
"Edit","Επεξεργασία"
"Edit Name","Επεξεργασία ονόματος"
"Delete","Διαγράφω"
"View Details","Δείτε λεπτομέρειες"
"Layout ID","διάταξη ID"
"Layout Name","διάταξη Όνομα"
"Action","Δράση"
"Home Page Layout Settings","Αρχική Σελίδα Ρυθμίσεις διάταξης"
"Title","Τίτλος"
"URL","URL"
"Upload","Μεταφόρτωση"
"Image Type","Τύπος εικόνας"
"Home","Σπίτι"
"Category","Κατηγορία"
"Product","Προϊόν"
"Redirect Activity","ανακατεύθυνση Δραστηριότητα"
"Disable","Καθιστώ ανίκανο"
"Enable","επιτρέπω"
"Status","Κατάσταση"
"Banners Settings","Ρυθμίσεις banners"
"ID","ταυτότητα"
"Device Type","Τύπος συσκευής"
"Both Android/iOS","Τόσο Android / iOS"
"Android","Android"
"iOS","iOS"
"Sent Date","Εστάλη Ημερομηνία"
"Push Notification History","Ιστορία Γνωστοποίηση Push"
"Return Statuses","επιστροφή Καταστάσεις"
"Coupon Code","Κωδικός κουπονιού"
"Customer Email","Email πελατών"
"Device","Συσκευή"
"Coupon Used","κουπόνι Μεταχειρισμένο"
"Yes","Ναί"
"Coupon Generated On","Κουπόνι δημιουργούνται σε"
"Menu Settings","Ρυθμίσεις Μενού"
"Push Notification Settings","Ρυθμίσεις Push Κοινοποίηση"
"Slider Settings","Ρυθμίσεις slider"
"Google Login Settings","Είσοδος Ρυθμίσεις Google"
"Facebook Login Settings","Facebook Είσοδος Ρυθμίσεις"
"General Settings","Γενικές Ρυθμίσεις"
"New Arrival","Νέα άφιξη"
"Best Seller","Best Seller"
"Statistics","Στατιστική"
"Category Icon Settings","Κατηγορία Ρυθμίσεις Icon"
"Code","Κώδικας"
"Payment Method Settings","Πληρωμής Ρυθμίσεις Μέθοδος"
"Image","Εικόνα"
"Upto Time","μέχρι ώρας"
"Background Color","Χρώμα του φόντου"
"Text Color","Χρώμα κειμένου"
"Redirect","Διευθύνω πάλιν"
"Category ID","Κατηγορία ID"
"Product ID","ID προϊόντος"
"Product Name","Ονομασία προϊόντος"
"Sort Order","Σειρά ταξινόμησης"
"Layout Settings","Ρυθμίσεις διάταξης"
"Back","Πίσω"
"Session has expired. Please try again after Re-login.","Συνεδρία έχει λήξει. Παρακαλώ δοκιμάστε ξανά μετά ξανά login."
"Sorry","χωρίς εισαγωγικά είναι διαθέσιμα για αυτό το σκοπό αυτή τη στιγμή."
"Place Order","Παραγγέλνω"
"Heading of this Component","Η κλάση αυτού του στοιχείου"
"Field cannot be empty.","Το πεδίο δεν μπορεί να είναι κενό."
"Select Product Type","Επιλέξτε τον τύπο του προϊόντος"
"Select Category","Επιλέξτε Κατηγορία"
"Select Products from Category","Επιλέξτε προϊόντα από την κατηγορία"
"Select Products","Επιλέξτε Προϊόντα"
"Number of products","Αριθμός προϊόντων"
"Image Content Mode","Λειτουργία περιεχόμενο της εικόνας"
"Scale aspect fill","Κλίμακα πλήρωσης πτυχή"
"Scale aspect Fit","Κλίμακα Fit πτυχή"
"Please select category.","Επιλέξτε κατηγορία."
"Please select product.","Παρακαλώ επιλέξτε το προϊόν."
"Please select image type","Παρακαλώ επιλέξτε τον τύπο της εικόνας"
"Please provide image url","Παρακαλώ δώστε url εικόνας"
"Please select category","Επιλέξτε κατηγορία"
"Please select product","Επιλέξτε προϊόν"
"Only Positive integer is allowed.","Μόνο θετικό ακέραιο επιτρέπεται."
"Please select an option from dropdown.","Παρακαλώ επιλέξτε μια επιλογή από το αναπτυσσόμενο μενού."
"You can enter only numbers.","Μπορείτε να εισάγετε μόνο αριθμούς."
"Number should be greater than 0.","Ο αριθμός πρέπει να είναι μεγαλύτερος από 0."
"Field cannot be greater than {#} characters.","Το πεδίο δεν μπορεί να είναι μεγαλύτερη από {#} χαρακτήρες."
"Field cannot be less than {#} character(s).","Το πεδίο δεν μπορεί να είναι μικρότερη από {#} χαρακτήρα (ες)."
"Please enter Email.","Παρακαλώ εισάγετε το Email."
"Please enter a valid Email.","Παρακαλώ εισάγετε μια έγκυρη διεύθυνση email."
"Invalid date format.","Μη έγκυρη μορφή ημερομηνίας."
"Number is not in the valid range. It should be between {1} and {100}","Ο αριθμός δεν είναι στην έγκυρη περιοχή. Θα πρέπει να είναι μεταξύ {1} και {100}"
"Field should be numeric.","Το πεδίο πρέπει να είναι αριθμητικό."
"Field can have only upto two decimal values.","Το πεδίο μπορεί να έχει μόνο μέχρι δύο δεκαδικά τιμές."
"Email cannot be greater than {#} characters.","Email δεν μπορεί να είναι μεγαλύτερη από {#} χαρακτήρες."
"Zip should not have special characters.","Zip δεν θα πρέπει να έχει ειδικούς χαρακτήρες."
"Percentage should be in number.","Ποσοστό πρέπει να είναι σε αριθμό."
"Percentage should be between 0 and 100.","Ποσοστό πρέπει να είναι μεταξύ 0 και 100."
"Size cannot be greater than {#} characters.","Το μέγεθος δεν μπορεί να είναι μεγαλύτερη από {#} χαρακτήρες."
"Color could not be greater than {#} characters.","Το χρώμα δεν θα μπορούσε να είναι μεγαλύτερη από {#} χαρακτήρες."
"Color is not valid.","Το χρώμα δεν είναι έγκυρη."
"Special characters are not allowed.","Ειδικοί χαρακτήρες δεν επιτρέπονται."
"Script tags are not allowed.","ετικέτες Σενάριο δεν επιτρέπονται."
"Style tags are not allowed.","Στυλ ετικέτες δεν επιτρέπονται."
"Iframe tags are not allowed.","ετικέτες iframe δεν επιτρέπονται."
"Uploaded file is not an image.","Το αρχείο δεν είναι μια εικόνα."
"Uploaded file size must be less than #.","Φορτωμένα μέγεθος του αρχείου πρέπει να είναι μικρότερο από το #."
"Field should not contain HTML tags.","Το πεδίο δεν πρέπει να περιέχουν ετικέτες HTML."
"You can enter only positive numbers.","Μπορείτε να εισάγετε μόνο θετικούς αριθμούς."
"Select Image Type","Επιλέξτε Τύπος εικόνας"
"Select an option","Επιλέξτε μια επιλογή"
"Image Url","εικόνα Url"
"Enter URL","εισάγετε τη διεύθυνση URL"
"Image Upload","Ανέβασμα εικόνας"
"Select Redirect Activity","Επιλέξτε Ανακατεύθυνση Δραστηριότητα"
"CMS","CMS"
"Login","Σύνδεση"
"Search","Αναζήτηση"
"Select Product","Επιλέξτε Προϊόν"
"Banner Width","Διαφήμιση Πλάτος"
"Banner Height","Διαφήμιση Ύψος"
"Margin Top","περιθώριο Top"
"Margin Bottom","περιθώριο Κάτω"
"Margin Left","περιθώριο αριστερά"
"Margin Right","περιθώριο Δεξιά"
"Countdown Time Validity","Αντίστροφη μέτρηση χρόνου ισχύος"
"Enable Time Background Color","Ενεργοποίηση Χρόνος Χρώμα φόντου"
"Time Background Color","Χρόνος Χρώμα φόντου"
"Timer Text Color","Χρονόμετρο Χρώμα κειμένου"
"Select Date","Επιλέξτε Ημερομηνία"
"Save","Σώσει"
"This field cannot be empty","Αυτό το πεδίο δεν μπορεί να είναι κενό"
"Select 1st Category","Επιλέξτε 1η Κατηγορία"
"Upload Image","Ανεβάστε Εικόνα"
"Remove image","αφαίρεση της εικόνας"
"Select 2nd Category","Επιλέξτε 2η Κατηγορία"
"Select 3rd Category","Επιλέξτε 3η Κατηγορία"
"Select 4th Category","Επιλέξτε 4ο Κατηγορία"
"Select 5th Category","Επιλέξτε 5ο Κατηγορία"
"Select 6th Category","Επιλέξτε 6ο Κατηγορία"
"Select 7th Category","Επιλέξτε 7ο Κατηγορία"
"Select 8th Category","Επιλέξτε 8ο Κατηγορία"
"Are your sure?","Είσαι σίγουρος?"
"Are you sure?","Είσαι σίγουρος?"
"Edit Component","Επεξεργασία συνιστωσών"
"Close","Κλείσε"
"Need to add value in atleast 4 categories","Ανάγκη να προσθέσει αξία στο atleast 4 κατηγορίες"
"Component added successfully","Συστατικό προστέθηκε με επιτυχία"
"You can add only 20 components in a layout","Μπορείτε να προσθέσετε μόνο 20 συνιστώσες σε μια διάταξη"
"Top Categories","Κορυφαίες κατηγορίες"
"Banner-Square","Διαφήμιση-Square"
"Banner-Custom","Διαφήμιση-Προσαρμοσμένη"
"Banner-Horizontal Sliding","Διαφήμιση-οριζόντια συρόμενες"
"Banner-Grid","Διαφήμιση-Grid"
"Banner-With Countdown timer","χρονόμετρο Banner-Με Αντίστροφη μέτρηση"
"Products-Square","Προϊόντα-Square"
"Products-Horizontal Sliding","Προϊόντα-οριζόντια συρόμενες"
"Products-Grid","Προϊόντα-Grid"
"Edit Heading","Επεξεργασία Τομέας"
"Category1","Κατηγορία1"
"Category2","Κατηγορία2"
"Category3","Category3"
"Category4","category4"
"Horizontal Banner","οριζόντια Banner"
"Banner-Grid 1","Διαφήμιση-Grid 1"
"Banner-Grid 2","Διαφήμιση-Grid 2"
"Banner-Grid 3","Διαφήμιση-Grid 3"
"Banner-Grid 4","Διαφήμιση-Grid 4"
"Countdown Banner","Αντίστροφη μέτρηση Διαφήμιση"
"Hours","Ωρα"
"Minutes","Λεπτό"
"Seconds","Δεύτερος"
"Horizontal Products","οριζόντια Προϊόντα"
"Product Grid","Πλέγμα προϊόντων"
"Payment Mode","Τρόπος πληρωμής"
"Sandbox","Sandbo"
"Live","Liv"
"Client Id","Ταυτότητα πελάτη"
"Please select atleast one country","Επιλέξτε atleast μία χώρα"
"Please enter a valid color code","Παρακαλώ εισάγετε έναν έγκυρο κωδικό χρώματος"
"Date & Time should be greater than current date time.","Ημερομηνία και ώρα θα πρέπει να είναι μεγαλύτερη από την τρέχουσα ημερομηνία και ώρα."
"Field cannot be empty","Το πεδίο δεν μπορεί να είναι κενό"
"Total Coupons Generated","Σύνολο κουπόνια που δημιουργείται"
"Total Coupons Unused","Σύνολο Κουπόνια Αχρησιμοποίητα"
"Total Coupons Used","Σύνολο Κουπόνια Μεταχειρισμένο"
"`Active Date` cannot be greater than `Expire Date`","`Active πρόσφατη ημερομηνία δεν μπορεί να είναι μεγαλύτερη από ό, τι` Λήξη πρόσφατη ημερομηνία"
"`From` Date cannot be greater than `To` Date","`From` ημερομηνία δεν μπορεί να είναι μεγαλύτερη από ό, τι` To` Ημερομηνία"
"The sum of Gravity is not in the valid range. It should be betwen 1 and 100. The total is:","Το ποσό της βαρύτητας δεν είναι σε έγκυρο εύρος. Θα πρέπει να είναι Περιοδο 1 και 100. Το σύνολο είναι:"
"No list exists for this API key.","Δεν υπάρχει κατάλογος για αυτό το κλειδί API."
"No. of times","Πλήθος φορές"
"Date","Ημερομηνία"
"Please upload an image file.","Παρακαλώ ανεβάστε ένα αρχείο εικόνας."
"To percentage should be greater than From percentage.","Για το ποσοστό θα πρέπει να είναι μεγαλύτερη από ό, τι από το ποσοστό."
"Value must be greater than 0","Η τιμή πρέπει να είναι μεγαλύτερη από 0"
"Allowed extension is","Επιτρέπονται επέκταση είναι"
"Please provide correct format. Maximum allowed file size is","Να δώσετε σωστή μορφή. Μέγιστο επιτρεπόμενο μέγεθος αρχείου είναι"
"Validated successfully","Επικυρώθηκε με επιτυχία"
"Invalid Api Key","Μη έγκυρη Api Κλειδί"
"Message","Μήνυμα"
"Select Brodcast Device Type","Επιλέξτε brodcast Τύπος συσκευής"
"Remove Image","Αφαιρέστε Εικόνα"
"Only .png or .jpg file format accepted. File size should not be more than 2 MB.","Μόνο .png ή μορφή αρχείου .jpg δεκτή. Μέγεθος αρχείου δεν θα πρέπει να υπερβαίνει τα 2 ΜΒ."
"--Select Product--","--Επιλογή προϊόν--"
"Enable/Disable","Ενεργοποιώ απενεργοποιώ"
"Facebook App Id","Facebook App Id"
"Validate App Id","Επικύρωση αναγνωριστικό εφαρμογής"
"Enable the Extension","Ενεργοποίηση της επέκτασης"
"This setting will enable/disable entire mobile app functionality.","Αυτή η ρύθμιση θα ενεργοποίηση / απενεργοποίηση ολόκληρη την λειτουργικότητα της εφαρμογής για κινητά."
"Redirect on Cart Page when Add To Cart","Ανακατεύθυνση στο Καλάθι Σελίδα όταν Προσθήκη στο καλάθι"
"This setting will redirect to cart page or keep on the product page when add to cart is clicked.","Αυτή η ρύθμιση θα ανακατευθύνει στο καλάθι σελίδα ή να κρατήσει στη σελίδα του προϊόντος όταν ΠΡΟΣΘΗΚΗ ΣΤΟ ΚΑΛΑΘΙ έχει πατηθεί."
"Display Short Description","Εμφάνιση Σύντομη περιγραφή"
"Enable Request Log Reporting","Ενεργοποίηση Ζητήστε Σύνδεση Πληροφόρησης"
"This setting will enable/disable error log reporting for every request to Web Services of the module.","Αυτή η ρύθμιση θα ενεργοποίηση / απενεργοποίηση αναφοράς αρχείο καταγραφής σφαλμάτων για κάθε αίτημα Web Services της ενότητας."
"Show App Preview","Εμφάνιση App Preview"
"This setting will show/hide the app preview.","Αυτή η ρύθμιση θα εμφανίσετε / αποκρύψετε την προεπισκόπηση της εφαρμογής."
"Enable Tab Bar","Ενεργοποίηση Tab Bar"
"This setting will enable/disable the tab bar in the app.","Αυτή η ρύθμιση θα ενεργοποιήσετε / απενεργοποιήσετε τη γραμμή καρτέλα στην εφαρμογή."
"Show Spin and Win","Εμφάνιση Spin και κερδίστε"
"Show spin and win popup on the mobile App.","Εμφάνιση γύρισμα και να κερδίσει αναδυόμενο στο κινητό App."
"Enable/Disable Fingerprint Login","Ενεργοποίηση / απενεργοποίηση δακτυλικών αποτυπωμάτων Είσοδος"
"This setting will enable/disable Fingerprint login in Mobile App.","Αυτή η ρύθμιση θα ενεργοποιήσετε / απενεργοποιήσετε την είσοδο δακτυλικών αποτυπωμάτων σε εφαρμογή για το κινητό."
"Enable/Disable Phone Number Registration","Ενεργοποίηση / απενεργοποίηση τηλεφώνου Αριθμός καταχώρισης"
"This setting will enable/disable customer registration and login via phone number verification.","Αυτή η ρύθμιση θα ενεργοποίηση / απενεργοποίηση εγγραφής των πελατών και την είσοδο μέσω της επαλήθευσης του αριθμού τηλεφώνου."
"Mandatory Phone number at registration","Υποχρεωτική αριθμό τηλεφώνου κατά την εγγραφή"
"This setting will set the Phone number field as optional or required.","Αυτή η ρύθμιση θα οριστεί το πεδίο αριθμού τηλεφώνου ως προαιρετικό ή απαιτείται."
"Select layout for home page","Επιλογή διάταξης για την αρχική σελίδα"
"Please select","Παρακαλώ επιλέξτε"
"Disabled Shippping Sethods","Άτομα με ειδικές ανάγκες Shippping Sethods"
"Select shipping methods from the list for which you want to disable this module.You can leave it to empty if you want to enable this module for all shipping methods.","Επιλέξτε την αποστολή μεθόδους από τη λίστα για την οποία θέλετε να απενεργοποιήσετε αυτή module.You να το αφήσετε να αδειάσει εάν θέλετε να ενεργοποιήσετε αυτήν την ενότητα για όλους τους τρόπους αποστολής."
"Select shipping methods","Επιλέξτε τρόποι αποστολής"
"Enable Whatsapp Chat Support","Ενεργοποίηση Whatsapp Chat Υποστήριξη"
"This setting will enable/disable WHATSAPP chat support option in mobile app.","Αυτή η ρύθμιση θα ενεργοποιήσετε / απενεργοποιήσετε την επιλογή υποστήριξης WhatsApp συνομιλία σε εφαρμογή για κινητά."
"Chat Number","Chat Αριθμός"
"Enter Chat number with Country code as well.","Εισάγετε Chat αριθμό με τον κωδικό χώρας, καθώς και."
"Enable Live Chat Support","Ενεργοποίηση Ζωντανή Συνομιλία Υποστήριξη"
"This setting will enable/disable live chat support option in mobile app.","Αυτή η ρύθμιση θα ενεργοποιήσετε / απενεργοποιήσετε την επιλογή live chat υποστήριξης στην εφαρμογή για κινητά."
"Chat API Key","Chat Κλειδί API"
"Enter API Key for Live chat","Πληκτρολογήστε το Κλειδί API για ζωντανή συνομιλία"
"Enable Url Encoding Of Image Links","Ενεργοποίηση κωδικοποίηση URL της εικόνας Links"
"This setting will enable/disable Url encoding of all image links.","Αυτή η ρύθμιση θα ενεργοποίηση / απενεργοποίηση κωδικοποίηση URL όλων των συνδέσμων της εικόνας."
"Look And Feel","Κοίτα και νιώσε"
